DATE,ESPECTADORES,t,t2,sin1,cos1,sin2,cos2,sin3,cos3,sin4,cos4,sin5,cos5,sin6,cos6
01JAN1995,9089000,157,24649,0.5,0.8660254038,0.8660254038,0.5,1,2.204798E-14,0.8660254038,-0.5,0.5,-0.866025404,4.409595E-14,-1
01FEB1995,7927000,158,24964,0.8660254038,0.5,0.8660254038,-0.5,-9.83431E-16,-1,-0.866025404,-0.5,-0.866025404,0.5,1.966863E-15,1
01MAR1995,10113000,159,25281,1,1.567981E-14,3.135962E-14,-1,-1,-4.40687E-15,-6.27192E-14,1,1,7.344786E-15,8.813743E-15,-1
01APR1995,8410000,160,25600,0.8660254038,-0.5,-0.866025404,-0.5,-9.79717E-15,1,0.8660254038,-0.5,-0.866025404,-0.5,-1.95943E-14,1
01MAY1995,6571000,161,25921,0.5,-0.866025404,-0.866025404,0.5,1,1.518748E-14,-0.866025404,-0.5,0.5,0.8660254038,3.037495E-14,-1
01JUN1995,5885000,162,26244,6.85926E-15,-1,-1.37185E-14,1,2.057778E-14,-1,-2.7437E-14,1,-2.25471E-14,-1,-4.11556E-14,1
01JUL1995,8534000,163,26569,-0.5,-0.866025404,0.8660254038,0.5,-1,-2.59681E-14,0.8660254038,-0.5,-0.5,0.8660254038,5.193617E-14,-1
01AUG1995,10135000,164,26896,-0.866025404,-0.5,0.8660254038,-0.5,-3.13584E-14,1,-0.866025404,-0.5,0.8660254038,-0.5,-6.27168E-14,1
01SEP1995,8182000,165,27225,-1,-1.22496E-14,2.449913E-14,-1,1,3.674869E-14,-4.89983E-14,1,-1,-4.4044E-15,7.349738E-14,-1
01OCT1995,9052000,166,27556,-0.866025404,0.5,-0.866025404,-0.5,-1.47044E-14,-1,0.8660254038,-0.5,0.8660254038,0.5,2.940885E-14,1
01NOV1995,10418000,167,27889,-0.5,0.8660254038,-0.866025404,0.5,-1,9.314124E-15,-0.866025404,-0.5,-0.5,-0.866025404,-1.86282E-14,-1
01DEC1995,11794000,168,28224,-3.42901E-15,1,-6.85802E-15,1,3.923822E-15,1,-1.3716E-14,1,2.548751E-14,1,7.847643E-15,1
01JAN1996,13263000,169,28561,0.5,0.8660254038,0.8660254038,0.5,1,1.466481E-15,0.8660254038,-0.5,0.5,-0.866025404,2.932963E-15,-1
01FEB1996,10313000,170,28900,0.8660254038,0.5,0.8660254038,-0.5,6.856784E-15,-1,-0.866025404,-0.5,-0.866025404,0.5,-1.37136E-14,1
01MAR1996,11445000,171,29241,1,8.819314E-15,1.763863E-14,-1,-1,-1.22471E-14,-3.52773E-14,1,1,1.464005E-15,2.449417E-14,-1
01APR1996,10960000,172,29584,0.8660254038,-0.5,-0.866025404,-0.5,-1.76374E-14,1,0.8660254038,-0.5,-0.866025404,-0.5,-3.52748E-14,1
01MAY1996,7460000,173,29929,0.5,-0.866025404,-0.866025404,0.5,1,2.302769E-14,-0.866025404,-0.5,0.5,0.8660254038,4.605539E-14,-1
01JUN1996,4608000,174,30276,1.420962E-14,-1,-2.84192E-14,1,2.8418E-14,-1,-5.68385E-14,1,-2.84279E-14,-1,-5.6836E-14,1
01JUL1996,6893000,175,30625,-0.5,-0.866025404,0.8660254038,0.5,-1,-3.38083E-14,0.8660254038,-0.5,-0.5,0.8660254038,6.76166E-14,-1
01AUG1996,10118000,176,30976,-0.866025404,-0.5,0.8660254038,-0.5,-3.91986E-14,1,-0.866025404,-0.5,0.8660254038,-0.5,-7.83972E-14,1
01SEP1996,9051000,177,31329,-1,-5.38906E-15,1.077813E-14,-1,1,-1.22545E-14,-2.15563E-14,1,-1,1.476385E-15,-2.4509E-14,-1
01OCT1996,9436000,178,31684,-0.866025404,0.5,-0.866025404,-0.5,-6.86421E-15,-1,0.8660254038,-0.5,0.8660254038,0.5,1.372842E-14,1
01NOV1996,10307000,179,32041,-0.5,0.8660254038,-0.866025404,0.5,-1,1.473909E-15,-0.866025404,-0.5,-0.5,-0.866025404,-2.94782E-15,-1
01DEC1996,11327000,180,32400,-1.07794E-14,1,-2.15587E-14,1,-3.91639E-15,1,-4.31175E-14,1,3.136829E-14,1,-7.83279E-15,1
01JAN1997,12603013,181,32761,0.5,0.8660254038,0.8660254038,0.5,1,9.306697E-15,0.8660254038,-0.5,0.5,-0.866025404,1.861339E-14,-1
01FEB1997,8384613,182,33124,0.8660254038,0.5,0.8660254038,-0.5,1.4697E-14,-1,-0.866025404,-0.5,-0.866025404,0.5,-2.9394E-14,1
01MAR1997,12627362,183,33489,1,1.616967E-14,3.233934E-14,-1,-1,-2.00873E-14,-6.46787E-14,1,1,-4.41678E-15,4.01746E-14,-1
01APR1997,9296622,184,33856,0.8660254038,-0.5,-0.866025404,-0.5,-2.54776E-14,1,0.8660254038,-0.5,-0.866025404,-0.5,-5.09552E-14,1
01MAY1997,7936936,185,34225,0.5,-0.866025404,-0.866025404,0.5,1,3.086791E-14,-0.866025404,-0.5,0.5,0.8660254038,6.173582E-14,-1
01JUN1997,6698641,186,34596,7.349119E-15,-1,-1.46982E-14,1,3.625821E-14,-1,-2.93965E-14,1,-3.43087E-14,-1,-7.25164E-14,1
01JUL1997,10987359,187,34969,-0.5,-0.866025404,0.8660254038,0.5,-1,1.519491E-14,0.8660254038,-0.5,-0.5,0.8660254038,-3.03898E-14,-1
01AUG1997,13223954,188,35344,-0.866025404,-0.5,0.8660254038,-0.5,9.804602E-15,1,-0.866025404,-0.5,0.8660254038,-0.5,1.96092E-14,1
01SEP1997,12139242,189,35721,-1,-1.27394E-14,2.547884E-14,-1,1,-4.4143E-15,-5.09577E-14,1,-1,7.357166E-15,-8.8286E-15,-1
01OCT1997,13246477,190,36100,-0.866025404,0.5,-0.866025404,-0.5,9.760036E-16,-1,0.8660254038,-0.5,0.8660254038,0.5,-1.95201E-15,1
01NOV1997,9757839,191,36481,-0.5,0.8660254038,-0.866025404,0.5,-1,-6.36631E-15,-0.866025404,-0.5,-0.5,-0.866025404,1.273261E-14,-1
01DEC1997,14446017,192,36864,-3.91887E-15,1,-7.83774E-15,1,-1.17566E-14,1,-1.56755E-14,1,-1.95943E-14,1,-2.35132E-14,1
01JAN1998,14518000,193,37249,0.5,0.8660254038,0.8660254038,0.5,1,1.714691E-14,0.8660254038,-0.5,0.5,-0.866025404,3.429382E-14,-1
01FEB1998,13293000,194,37636,0.8660254038,0.5,0.8660254038,-0.5,2.253721E-14,-1,-0.866025404,-0.5,-0.866025404,0.5,-4.50744E-14,1
01MAR1998,10718000,195,38025,1,9.309173E-15,1.861835E-14,-1,-1,-2.79275E-14,-3.72367E-14,1,1,-1.02976E-14,5.585504E-14,-1
01APR1998,11575000,196,38416,0.8660254038,-0.5,-0.866025404,-0.5,-3.33178E-14,1,0.8660254038,-0.5,-0.866025404,-0.5,-6.66356E-14,1
01MAY1998,7967000,197,38809,0.5,-0.866025404,-0.866025404,0.5,1,3.870812E-14,-0.866025404,-0.5,0.5,0.8660254038,7.741625E-14,-1
01JUN1998,7348000,198,39204,1.469948E-14,-1,-2.9399E-14,1,-1.2745E-14,-1,-5.87979E-14,1,-4.01895E-14,-1,2.548998E-14,1
01JUL1998,11335000,199,39601,-0.5,-0.866025404,0.8660254038,0.5,-1,7.35469E-15,0.8660254038,-0.5,-0.5,0.8660254038,-1.47094E-14,-1
01AUG1998,12399000,200,40000,-0.866025404,-0.5,0.8660254038,-0.5,1.964387E-15,1,-0.866025404,-0.5,0.8660254038,-0.5,3.928773E-15,1
01SEP1998,11453000,201,40401,-1,-5.87892E-15,1.175785E-14,-1,1,3.425916E-15,-2.35157E-14,1,-1,-4.36055E-14,6.851832E-15,-1
01OCT1998,12238000,202,40804,-0.866025404,0.5,-0.866025404,-0.5,8.816219E-15,-1,0.8660254038,-0.5,0.8660254038,0.5,-1.76324E-14,1
01NOV1998,10797000,203,41209,-0.5,0.8660254038,-0.866025404,0.5,-1,-1.42065E-14,-0.866025404,-0.5,-0.5,-0.866025404,2.841304E-14,-1
01DEC1998,14016000,204,41616,-1.12692E-14,1,-2.25385E-14,1,-1.95968E-14,1,-4.50769E-14,1,-1.37136E-14,1,-3.91936E-14,1
