DATE,ACTUAL,PREDICT,UPPER,LOWER,ERROR,STD,NERROR,_LEVEL_,_TREND_,_SFACTOR
"Friday, December 28, 1990",121.0000,117.2046,172.9307,61.4786,3.7954,28.4322,0.1335,129.1245,-0.0309,0.9168
"Friday, January 4, 1991",135.0000,118.3553,174.0814,62.6293,16.6447,28.4322,0.5854,132.3881,-0.0276,0.9331
"Friday, January 11, 1991",120.0000,129.3820,185.1081,73.6560,-9.3820,28.4322,-0.3300,130.6188,-0.0293,0.9682
"Friday, January 18, 1991",138.0000,134.6216,190.3477,78.8956,3.3784,28.4322,0.1188,131.1842,-0.0287,1.0342
"Friday, January 25, 1991",122.0000,141.8849,197.6110,86.1589,-19.8849,28.4322,-0.6994,127.8199,-0.0321,1.0617
"Friday, February 1, 1991",128.0000,141.5492,197.2752,85.8231,-13.5492,28.4322,-0.4765,125.5682,-0.0343,1.0937
"Friday, February 8, 1991",171.0000,149.6490,205.3751,93.9229,21.3510,28.4322,0.7509,128.7840,-0.0310,1.2135
"Friday, February 15, 1991",156.0000,141.6973,197.4233,85.9712,14.3027,28.4322,0.5030,131.1113,-0.0287,1.1146
"Friday, February 22, 1991",155.0000,146.1245,201.8505,90.3984,8.8755,28.4322,0.3122,132.5274,-0.0272,1.1234
"Friday, March 1, 1991",185.0000,150.5552,206.2813,94.8291,34.4448,28.4322,1.2115,138.0011,-0.0217,1.1685
"Friday, March 8, 1991",124.0000,148.8693,204.5954,93.1433,-24.8693,28.4322,-0.8747,133.7966,-0.0259,1.0549
"Friday, March 15, 1991",76.0000,141.8362,197.5622,86.1101,-65.8362,28.4322,-2.3156,122.5031,-0.0372,0.9909
"Friday, March 22, 1991",150.0000,136.5765,192.3026,80.8504,13.4235,28.4322,0.4721,124.6502,-0.0350,1.1291
"Friday, March 29, 1991",159.0000,133.6083,189.3343,77.8822,25.3917,28.4322,0.8931,128.9127,-0.0307,1.0976
"Friday, April 5, 1991",166.0000,124.3618,180.0878,68.6357,41.6382,28.4322,1.4645,136.7125,-0.0229,1.0043
"Friday, April 12, 1991",137.0000,153.4235,209.1495,97.6974,-16.4235,28.4322,-0.5776,134.0344,-0.0255,1.1066
"Friday, April 19, 1991",127.0000,138.9473,194.6734,83.2213,-11.9473,28.4322,-0.4202,131.9179,-0.0276,1.0252
"Friday, April 26, 1991",160.0000,137.8895,193.6156,82.1634,22.1105,28.4322,0.7777,135.7280,-0.0238,1.0665
"Friday, May 3, 1991",153.0000,149.5121,205.2381,93.7860,3.4879,28.4322,0.1227,136.2787,-0.0232,1.1051
"Friday, May 10, 1991",139.0000,159.8060,215.5320,104.0799,-20.8060,28.4322,-0.7318,133.0363,-0.0264,1.1526
"Friday, May 17, 1991",156.0000,148.7540,204.4800,93.0279,7.2460,28.4322,0.2549,134.1856,-0.0253,1.1253
"Friday, May 24, 1991",187.0000,138.6285,194.3546,82.9024,48.3715,28.4322,1.7013,142.6551,-0.0168,1.0771
"Friday, May 31, 1991",185.0000,165.1778,220.9039,109.4518,19.8222,28.4322,0.6972,145.7445,-0.0137,1.1756
"Friday, June 7, 1991",165.0000,157.4534,213.1795,101.7274,7.5466,28.4322,0.2654,146.9984,-0.0124,1.0871
"Friday, June 14, 1991",165.0000,164.7730,220.4990,109.0469,0.2270,28.4322,0.007986,147.0227,-0.0123,1.1212
"Friday, June 21, 1991",152.0000,150.9641,206.6902,95.2380,1.0359,28.4322,0.0364,147.1934,-0.0122,1.0278
"Friday, June 28, 1991",143.0000,146.8685,202.5945,91.1424,-3.8685,28.4322,-0.1361,146.4778,-0.0129,0.9945
"Friday, July 5, 1991",158.0000,146.9633,202.6893,91.2372,11.0367,28.4322,0.3882,148.4609,-0.0109,1.0130
"Friday, July 12, 1991",149.0000,155.8622,211.5882,100.1361,-6.8622,28.4322,-0.2414,147.2640,-0.0121,1.0439
"Friday, July 19, 1991",123.0000,133.7154,189.4415,77.9893,-10.7154,28.4322,-0.3769,145.1107,-0.0142,0.8985
"Friday, July 26, 1991",104.0000,125.4664,181.1925,69.7404,-21.4664,28.4322,-0.7550,140.5916,-0.0187,0.8450
"Friday, August 2, 1991",78.0000,109.5432,165.2692,53.8171,-31.5432,28.4322,-1.1094,133.2276,-0.0260,0.7487
"Friday, August 9, 1991",149.0000,106.1094,161.8354,50.3833,42.8906,28.4322,1.5085,142.9718,-0.0163,0.8354
"Friday, August 16, 1991",108.0000,119.0861,174.8122,63.3601,-11.0861,28.4322,-0.3899,140.5406,-0.0187,0.8228
"Friday, August 23, 1991",148.0000,104.9747,160.7007,49.2486,43.0253,28.4322,1.5133,150.9733,-0.008242,0.7838
"Friday, August 30, 1991",128.0000,121.9161,177.6421,66.1900,6.0839,28.4322,0.2140,152.3321,-0.006875,0.8127
"Friday, September 6, 1991",132.0000,130.0946,185.8206,74.3685,1.9054,28.4322,0.0670,152.7301,-0.006470,0.8557
"Friday, September 13, 1991",128.0000,137.0767,192.8027,81.3506,-9.0767,28.4322,-0.3192,150.8885,-0.008305,0.8898
"Friday, September 20, 1991",137.0000,144.0683,199.7944,88.3423,-7.0683,28.4322,-0.2486,149.5369,-0.009649,0.9487
"Friday, September 27, 1991",135.0000,141.1071,196.8331,85.3810,-6.1071,28.4322,-0.2148,148.3529,-0.0108,0.9384
"Friday, October 4, 1991",114.0000,125.5557,181.2817,69.8296,-11.5557,28.4322,-0.4064,145.8646,-0.0133,0.8362
"Friday, October 11, 1991",129.0000,141.1315,196.8576,85.4055,-12.1315,28.4322,-0.4267,143.5763,-0.0156,0.9567
"Friday, October 18, 1991",109.0000,145.9353,201.6614,90.2092,-36.9353,28.4322,-1.2991,136.9673,-0.0222,0.9817
"Friday, October 25, 1991",102.0000,137.9651,193.6912,82.2391,-35.9651,28.4322,-1.2649,130.4670,-0.0286,0.9718
"Friday, November 1, 1991",111.0000,134.4022,190.1283,78.6762,-23.4022,28.4322,-0.8231,126.3170,-0.0328,1.0065
"Friday, November 8, 1991",122.0000,138.5107,194.2367,82.7846,-16.5107,28.4322,-0.5807,123.5526,-0.0355,1.0796
"Friday, November 15, 1991",108.0000,119.6377,175.3637,63.9116,-11.6377,28.4322,-0.4093,121.3368,-0.0377,0.9562
"Friday, November 22, 1991",116.0000,127.2709,182.9970,71.5448,-11.2709,28.4322,-0.3964,119.3498,-0.0396,1.0370
"Friday, November 29, 1991",133.0000,104.2415,159.9675,48.5154,28.7585,28.4322,1.0115,125.2832,-0.0337,0.9034
"Friday, December 6, 1991",149.0000,129.4459,185.1719,73.7198,19.5541,28.4322,0.6877,128.6829,-0.0302,1.0531
"Friday, December 13, 1991",97.0000,117.8757,173.6018,62.1496,-20.8757,28.4322,-0.7342,124.5181,-0.0344,0.8946
"Friday, December 20, 1991",,84.5678,140.2938,28.8417,,28.4322,,124.4838,-0.0344,0.6793
"Friday, December 27, 1991",,85.6792,142.3416,29.0169,,28.9099,,124.4494,-0.0344,0.6885
"Friday, January 3, 1992",,116.0866,175.1397,57.0336,,30.1297,,124.4151,-0.0344,0.9331
"Friday, January 10, 1992",,120.4277,180.6584,60.1970,,30.7305,,124.3807,-0.0344,0.9682
"Friday, January 17, 1992",,128.5994,190.4011,66.7977,,31.5321,,124.3463,-0.0344,1.0342
"Friday, January 24, 1992",,131.9833,194.9709,68.9958,,32.1371,,124.3120,-0.0344,1.0617
"Friday, January 31, 1992",,135.9286,200.1999,71.6572,,32.7921,,124.2776,-0.0344,1.0937
"Friday, February 7, 1992",,150.7714,217.8259,83.7168,,34.2122,,124.2433,-0.0344,1.2135
"Friday, February 14, 1992",,138.4468,204.5349,72.3586,,33.7191,,124.2089,-0.0344,1.1146
"Friday, February 21, 1992",,139.4980,206.5370,72.4590,,34.2042,,124.1746,-0.0344,1.1234
"Friday, February 28, 1992",,145.0588,213.7744,76.3432,,35.0596,,124.1402,-0.0344,1.1685
"Friday, March 6, 1992",,130.9209,198.0696,63.7721,,34.2602,,124.1058,-0.0344,1.0549
"Friday, March 13, 1992",,122.9384,189.5459,56.3308,,33.9841,,124.0715,-0.0344,0.9909
"Friday, March 20, 1992",,140.0543,210.5558,69.5527,,35.9709,,124.0371,-0.0344,1.1291
"Friday, March 27, 1992",,136.1069,206.5918,65.6220,,35.9623,,124.0028,-0.0344,1.0976
"Friday, April 3, 1992",,124.4980,193.4448,55.5513,,35.1775,,123.9684,-0.0344,1.0043
"Friday, April 10, 1992",,137.1446,209.4979,64.7913,,36.9156,,123.9340,-0.0344,1.1066
"Friday, April 17, 1992",,127.0161,197.9007,56.1314,,36.1663,,123.8997,-0.0344,1.0252
"Friday, April 24, 1992",,132.1062,204.8915,59.3208,,37.1361,,123.8653,-0.0344,1.0665
"Friday, May 1, 1992",,136.8402,211.4968,62.1836,,38.0908,,123.8310,-0.0344,1.1051
"Friday, May 8, 1992",,142.6926,219.5531,65.8322,,39.2152,,123.7966,-0.0344,1.1526
"Friday, May 15, 1992",,139.2751,215.9519,62.5982,,39.1216,,123.7623,-0.0344,1.1253
"Friday, May 22, 1992",,133.2683,209.0675,57.4690,,38.6738,,123.7279,-0.0344,1.0771
"Friday, May 29, 1992",,145.4126,225.2790,65.5463,,40.7489,,123.6935,-0.0344,1.1756
